共 1000 条请求，成功 1000，失败 0

===== 汇总（仅成功请求） =====
  latency（端到端）                 n=1000 mean=210704.00ms  p50=225131.01  p90=355892.36  p99=413059.53  min=  2982.39  max=483279.65
  P端prefill+网络（推算）             n=1000 mean=188228.19ms  p50=203910.28  p90=338484.29  p99=363902.44  min=    50.50  max=366890.96
  D端总耗时（排队+decode）             n=1000 mean= 22475.81ms  p50= 10639.44  p90= 52770.98  p99=139136.02  min=  2837.35  max=140653.88
  D端排队+调度（推算）                  n=1000 mean=   106.32ms  p50=    75.85  p90=   200.39  p99=   445.49  min=    12.48  max=   480.03
  D端排队占比                       n=1000 mean=     0.82%  p50=     0.65  p90=     1.43  p99=     1.89  min=     0.24  max=     2.02
  D端GPU decode（纯算）             n=1000 mean= 22369.49ms  p50= 10571.88  p90= 52609.66  p99=138692.23  min=  2824.87  max=140199.28
  轮均GPU耗时                      无数据

===== 逐轮 GPU forward 耗时分布（所有请求合并） =====
  每轮 forward                   无数据

===== 逐请求明细 =====
 idx   latency     P端(推算)       D端总       排队     排队%       GPU    轮数       轮均
  46   37803.0       70.2   37732.8    143.4    0.4%   37589.4     0     0.00
  47    3405.7       91.5    3314.2     43.8    1.3%    3270.5     0     0.00
  48    3404.4       92.5    3311.9     44.0    1.3%    3267.9     0     0.00
  49    3399.5       69.6    3329.9     44.0    1.3%    3285.9     0     0.00
  50   58238.6       69.8   58168.8    241.7    0.4%   57927.1     0     0.00
  51    3409.3       78.6    3330.8     44.4    1.3%    3286.4     0     0.00
  52  136380.6       99.2  136281.4    446.3    0.3%  135835.1     0     0.00
  53    3439.7       89.2    3350.5     45.0    1.3%    3305.4     0     0.00
  54    3947.3       91.1    3856.2     50.7    1.3%    3805.5     0     0.00
  55    3405.4       52.8    3352.5     47.9    1.4%    3304.6     0     0.00
  56   18326.8       99.4   18227.4     96.6    0.5%   18130.8     0     0.00
  57    3448.0       82.5    3365.5     46.5    1.4%    3318.9     0     0.00
  58    3466.2       96.4    3369.8     46.8    1.4%    3323.0     0     0.00
  59    8295.5      100.0    8195.5     61.7    0.8%    8133.8     0     0.00
  60    6908.0       80.5    6827.4     57.3    0.8%    6770.1     0     0.00
  61    3472.6       80.2    3392.4     46.9    1.4%    3345.5     0     0.00
  62   23466.5       85.9   23380.6    108.6    0.5%   23272.0     0     0.00
  63   28533.5       72.5   28461.0    105.5    0.4%   28355.4     0     0.00
  64   43565.1      141.5   43423.6    184.6    0.4%   43239.0     0     0.00
  65    3508.7       96.0    3412.7     44.9    1.3%    3367.8     0     0.00
  66    3506.4       90.2    3416.2     44.0    1.3%    3372.2     0     0.00
  67   37435.1       50.5   37384.6    156.3    0.4%   37228.3     0     0.00
  68    3518.3       83.3    3435.0     42.6    1.2%    3392.4     0     0.00
  69    3534.1       92.6    3441.5     41.6    1.2%    3399.9     0     0.00
  70    7110.7       96.9    7013.8     50.6    0.7%    6963.2     0     0.00
  71   23427.4     7773.1   15654.3     78.7    0.5%   15575.6     0     0.00
  72   20315.7     8030.7   12285.0     67.7    0.6%   12217.3     0     0.00
  73   11534.6     8007.2    3527.4     60.0    1.7%    3467.4     0     0.00
  74   48439.6     7398.8   41040.7    192.4    0.5%   40848.3     0     0.00
  75   11657.6     8017.0    3640.6     43.9    1.2%    3596.7     0     0.00
  76   14770.1     7565.2    7204.9     55.4    0.8%    7149.6     0     0.00
  77   27836.0     9552.7   18283.3    108.0    0.6%   18175.3     0     0.00
  78   46122.2     9459.4   36662.8    182.5    0.5%   36480.3     0     0.00
  79   36250.7    10968.3   25282.4    140.4    0.6%   25142.0     0     0.00
  80   32189.1     8957.6   23231.5    130.9    0.6%   23100.6     0     0.00
  81   12078.2     8580.7    3497.5     42.4    1.2%    3455.1     0     0.00
  82   15034.5     8227.3    6807.2     32.3    0.5%    6775.0     0     0.00
  83   29829.0    14654.0   15175.0    108.9    0.7%   15066.1     0     0.00
  84   18155.1    14554.1    3601.0     62.3    1.7%    3538.6     0     0.00
  85   44339.2    15088.1   29251.0    162.3    0.6%   29088.8     0     0.00
  86   18373.9    14826.0    3547.9     66.0    1.9%    3481.9     0     0.00
  87   31285.5    14396.0   16889.5    120.1    0.7%   16769.4     0     0.00
  88   24417.7    14716.3    9701.4     88.8    0.9%    9612.6     0     0.00
  89   48638.3    15020.8   33617.5    176.2    0.5%   33441.3     0     0.00
  90   51965.3    14625.1   37340.1    184.9    0.5%   37155.2     0     0.00
  91  151117.1    13103.3  138013.8    438.7    0.3%  137575.0     0     0.00
  92   51151.1    13503.3   37647.7    149.4    0.4%   37498.3     0     0.00
  93   39148.0    12957.1   26190.9    149.3    0.6%   26041.6     0     0.00
  94   15593.9    12099.3    3494.6     61.0    1.7%    3433.6     0     0.00
  95   71831.2    11162.3   60668.8    209.4    0.3%   60459.4     0     0.00
  96   17072.0    10680.9    6391.1     49.8    0.8%    6341.3     0     0.00
  97   26297.7     9819.9   16477.8     97.7    0.6%   16380.1     0     0.00
  98   61692.1     9455.7   52236.3    178.5    0.3%   52057.9     0     0.00
  99   22065.7    13822.7    8243.0     69.4    0.8%    8173.6     0     0.00
 100   72326.6    14415.5   57911.1    199.3    0.3%   57711.7     0     0.00
 101   33120.4    14420.7   18699.8    107.0    0.6%   18592.8     0     0.00
 102   17597.2    14141.3    3456.0     45.8    1.3%    3410.1     0     0.00
 103   53350.2    13750.8   39599.4    142.9    0.4%   39456.5     0     0.00
 104   17127.3    13673.2    3454.1     44.2    1.3%    3409.9     0     0.00
 105   16809.5    13355.8    3453.6     43.8    1.3%    3409.8     0     0.00
 106   77679.3    13023.9   64655.4    240.3    0.4%   64415.1     0     0.00
 107   21122.4    14210.5    6911.9     62.2    0.9%    6849.7     0     0.00
 108   72065.0    14033.1   58031.9    214.0    0.4%   57818.0     0     0.00
 109   18061.9    14603.5    3458.5     45.5    1.3%    3413.0     0     0.00
 110   32504.0    14114.3   18389.8    103.2    0.6%   18286.6     0     0.00
 111   18219.6    14760.1    3459.6     46.4    1.3%    3413.2     0     0.00
 112   17944.7    14486.5    3458.2     45.3    1.3%    3412.9     0     0.00
 113   19082.7    15625.9    3456.8     47.4    1.4%    3409.4     0     0.00
 114   22418.2    15497.2    6921.1     61.1    0.9%    6859.9     0     0.00
 115   35708.8    16517.2   19191.5    102.9    0.5%   19088.6     0     0.00
 116   69056.5    16080.0   52976.5    175.7    0.3%   52800.8     0     0.00
 117   18579.2    15124.3    3454.9     49.5    1.4%    3405.4     0     0.00
 118   17876.3    14421.8    3454.5     49.2    1.4%    3405.3     0     0.00
 119   59720.8    14424.9   45296.0    149.7    0.3%   45146.2     0     0.00
 120   17032.0    13575.6    3456.4     49.1    1.4%    3407.3     0     0.00
 121  152949.4    13752.1  139197.3    445.7    0.3%  138751.6     0     0.00
 122   57053.4    12859.8   44193.6    142.4    0.3%   44051.2     0     0.00
 123   49773.3    12845.9   36927.4    120.6    0.3%   36806.8     0     0.00
 124  152067.5    12833.9  139233.6    445.5    0.3%  138788.1     0     0.00
 125   18713.1    13495.5    5217.6     49.0    0.9%    5168.6     0     0.00
 126   26769.2    13520.9   13248.2     77.9    0.6%   13170.4     0     0.00
 127   45711.7    12848.9   32862.8    107.3    0.3%   32755.4     0     0.00
 128   69045.1    14334.5   54710.6    200.7    0.4%   54509.8     0     0.00
 129   63905.0    14535.0   49369.9    176.5    0.4%   49193.4     0     0.00
 130   53464.3    19529.2   33935.2    106.1    0.3%   33829.0     0     0.00
 131   53974.6    19543.4   34431.1    108.7    0.3%   34322.4     0     0.00
 132   68806.5    19505.1   49301.4    184.7    0.4%   49116.7     0     0.00
 133   41976.7    19617.1   22359.6     75.4    0.3%   22284.2     0     0.00
 134   22744.8    19241.1    3503.6     44.0    1.3%    3459.6     0     0.00
 135   22716.3    19213.0    3503.3     43.4    1.2%    3459.8     0     0.00
 136   22590.6    19088.4    3502.2     42.3    1.2%    3459.9     0     0.00
 137   33766.6    21611.2   12155.4     48.7    0.4%   12106.7     0     0.00
 138   29876.6    21665.4    8211.3     55.8    0.7%    8155.4     0     0.00
 139   25028.2    21506.1    3522.1     43.4    1.2%    3478.7     0     0.00
 140   29637.6    21217.1    8420.5     54.1    0.6%    8366.4     0     0.00
 141   49607.6    23056.3   26551.2     79.2    0.3%   26472.1     0     0.00
 142   35398.5    31744.4    3654.2     42.8    1.2%    3611.4     0     0.00
 143   42124.0    32484.8    9639.2     55.3    0.6%    9583.9     0     0.00
 144   50706.5    46452.8    4253.7     45.6    1.1%    4208.1     0     0.00
 145   58633.7    46428.6   12205.1     72.1    0.6%   12133.0     0     0.00
 146   61205.5    49287.9   11917.6     96.7    0.8%   11820.9     0     0.00
 147  110699.1    48969.3   61729.9    211.0    0.3%   61518.9     0     0.00
 148   77213.4    49124.8   28088.6    129.6    0.5%   27959.0     0     0.00
 149   60925.5    49071.6   11853.9     94.7    0.8%   11759.2     0     0.00
 150   57010.7    48260.0    8750.7     79.9    0.9%    8670.8     0     0.00
 151   57013.9    49064.8    7949.1     60.2    0.8%    7888.9     0     0.00
 152   93637.0    49091.9   44545.1    162.5    0.4%   44382.6     0     0.00
 153   52675.4    49015.2    3660.2     44.6    1.2%    3615.6     0     0.00
 154   59113.3    49092.9   10020.3     85.8    0.9%    9934.6     0     0.00
 155   67822.6    49005.7   18816.8    119.3    0.6%   18697.5     0     0.00
 156   53721.0    48429.5    5291.5     48.0    0.9%    5243.5     0     0.00
 157   59110.1    49795.0    9315.1     86.6    0.9%    9228.5     0     0.00
 158   69168.3    52423.3   16745.0    113.5    0.7%   16631.5     0     0.00
 159   59550.3    52333.3    7217.1     81.4    1.1%    7135.7     0     0.00
 160   75381.4    50881.2   24500.2    112.7    0.5%   24387.5     0     0.00
 161   72342.5    50626.4   21716.1    105.8    0.5%   21610.3     0     0.00
 162  108129.9    51043.5   57086.5    215.2    0.4%   56871.3     0     0.00
 163  105006.5    50953.5   54052.9    184.8    0.3%   53868.1     0     0.00
 164   92119.6    50913.1   41206.5    148.0    0.4%   41058.5     0     0.00
 165   64810.3    50660.8   14149.5    103.4    0.7%   14046.1     0     0.00
 166   53805.3    50232.5    3572.8     64.6    1.8%    3508.2     0     0.00
 167   53710.6    50193.3    3517.3     46.8    1.3%    3470.5     0     0.00
 168   59730.4    49693.8   10036.7     73.7    0.7%    9962.9     0     0.00
 169   83416.1    49665.7   33750.4    111.3    0.3%   33639.1     0     0.00
 170   56681.6    49523.5    7158.2     62.4    0.9%    7095.8     0     0.00
 171   53444.7    47969.0    5475.6     54.9    1.0%    5420.8     0     0.00
 172   54347.0    46925.8    7421.2     62.9    0.8%    7358.3     0     0.00
 173  108163.4    46777.4   61386.0    207.6    0.3%   61178.4     0     0.00
 174   52726.4    49083.8    3642.7     51.2    1.4%    3591.5     0     0.00
 175   52607.5    48967.8    3639.7     51.9    1.4%    3587.8     0     0.00
 176   94930.5    47934.8   46995.7    136.0    0.3%   46859.8     0     0.00
 177  127933.7    48479.7   79454.0    239.8    0.3%   79214.2     0     0.00
 178   69520.5    48244.6   21275.9     69.3    0.3%   21206.6     0     0.00
 179   93460.1    48103.6   45356.5    125.2    0.3%   45231.3     0     0.00
 180   86973.0    48097.7   38875.3    109.9    0.3%   38765.4     0     0.00
 181   56760.9    47107.3    9653.6     61.8    0.6%    9591.8     0     0.00
 182   54691.6    47121.9    7569.7     54.8    0.7%    7514.9     0     0.00
 183   89169.1    46265.0   42904.1    119.7    0.3%   42784.4     0     0.00
 184   48256.8    44626.6    3630.2     45.0    1.2%    3585.2     0     0.00
 185   54416.5    44729.1    9687.4     59.4    0.6%    9628.0     0     0.00
 186   88676.2    44636.5   44039.7    120.5    0.3%   43919.3     0     0.00
 187   91942.4    43658.0   48284.5    157.3    0.3%   48127.2     0     0.00
 188   45438.3    41837.8    3600.5     43.3    1.2%    3557.2     0     0.00
 189   52102.3    42679.3    9423.0     57.3    0.6%    9365.7     0     0.00
 190   88104.3    49410.7   38693.5    110.6    0.3%   38582.9     0     0.00
 191   58026.2    50375.9    7650.3     51.3    0.7%    7599.0     0     0.00
 192   95304.2    69789.9   25514.3    127.4    0.5%   25386.9     0     0.00
 193   73377.2    69674.3    3702.9     44.0    1.2%    3658.8     0     0.00
 194   74024.6    70316.7    3707.9     42.6    1.1%    3665.3     0     0.00
 195  119728.7    70100.7   49627.9    180.1    0.4%   49447.8     0     0.00
 196   93267.8    77774.4   15493.4    100.3    0.6%   15393.1     0     0.00
 197   87065.2    83406.1    3659.1     67.1    1.8%    3592.0     0     0.00
 198   96261.8    83517.4   12744.4    100.8    0.8%   12643.6     0     0.00
 199   93712.7    83341.1   10371.6     73.1    0.7%   10298.5     0     0.00
 200  105682.7    83028.4   22654.3    128.4    0.6%   22525.9     0     0.00
 201  108608.9    83180.1   25428.8    116.7    0.5%   25312.1     0     0.00
 202  125295.9    82189.0   43106.9    198.2    0.5%   42908.7     0     0.00
 203   84741.9    81040.0    3702.0     69.3    1.9%    3632.7     0     0.00
 204  111356.5    82057.0   29299.5    127.3    0.4%   29172.2     0     0.00
 205   92115.2    81943.2   10172.0     91.7    0.9%   10080.3     0     0.00
 206   90625.9    81784.2    8841.7     83.7    0.9%    8758.0     0     0.00
 207  113701.6    80666.4   33035.3    138.0    0.4%   32897.3     0     0.00
 208   83573.9    79937.0    3636.9     66.6    1.8%    3570.3     0     0.00
 209   83631.8    80003.3    3628.5     65.5    1.8%    3563.0     0     0.00
 210  218813.6    79883.7  138930.0    438.3    0.3%  138491.6     0     0.00
 211   85070.1    79357.1    5712.9     70.2    1.2%    5642.7     0     0.00
 212   94460.0    78447.6   16012.4     85.9    0.5%   15926.5     0     0.00
 213  101455.9    77329.9   24126.0     90.3    0.4%   24035.8     0     0.00
 214   86259.7    77601.6    8658.1     64.9    0.7%    8593.2     0     0.00
 215  128550.7    76532.1   52018.6    210.2    0.4%   51808.4     0     0.00
 216   79565.9    75985.1    3580.8     44.4    1.2%    3536.3     0     0.00
 217   81593.2    77873.2    3720.0     46.2    1.2%    3673.8     0     0.00
 218  115059.6    75792.3   39267.3    165.3    0.4%   39102.0     0     0.00
 219   97392.9    76320.6   21072.3     78.8    0.4%   20993.6     0     0.00
 220   82045.6    78366.3    3679.3     66.4    1.8%    3612.9     0     0.00
 221  164142.1    78737.2   85404.8    294.0    0.3%   85110.8     0     0.00
 222   90776.3    79199.4   11576.9     88.0    0.8%   11488.9     0     0.00
 223   81834.0    78195.2    3638.7     63.8    1.8%    3574.9     0     0.00
 224   81715.0    78076.3    3638.7     63.8    1.8%    3574.9     0     0.00
 225  122563.4    77416.2   45147.2    186.3    0.4%   44960.9     0     0.00
 226   81135.9    77547.4    3588.5     46.7    1.3%    3541.8     0     0.00
 227  143593.4    76663.7   66929.7    224.8    0.3%   66704.9     0     0.00
 228   98015.1    76435.9   21579.1     76.2    0.4%   21502.9     0     0.00
 229   79848.0    76225.7    3622.3     45.9    1.3%    3576.4     0     0.00
 230   80963.6    77315.0    3648.6     44.5    1.2%    3604.0     0     0.00
 231  130535.0    76937.8   53597.2    191.5    0.4%   53405.7     0     0.00
 232  115100.3    77609.7   37490.6    161.4    0.4%   37329.2     0     0.00
 233  159934.1    76709.2   83224.8    283.0    0.3%   82941.9     0     0.00
 234  220438.4    81303.0  139135.4    443.8    0.3%  138691.6     0     0.00
 235   88714.1    81229.9    7484.1     56.0    0.7%    7428.1     0     0.00
 236   91517.5    80867.4   10650.1     62.9    0.6%   10587.1     0     0.00
 237   85796.1    80865.8    4930.3     26.7    0.5%    4903.6     0     0.00
 238   84549.0    80845.7    3703.4     41.2    1.1%    3662.1     0     0.00
 239   99184.8    87711.7   11473.1     93.8    0.8%   11379.3     0     0.00
 240  225972.0    86916.8  139055.2    463.7    0.3%  138591.6     0     0.00
 241  136474.0    86177.7   50296.3    194.9    0.4%   50101.4     0     0.00
 242   98017.7    85641.6   12376.1     96.7    0.8%   12279.4     0     0.00
 243   99082.2    90170.2    8912.0     91.9    1.0%    8820.1     0     0.00
 244  100828.9    91092.6    9736.3     96.4    1.0%    9639.9     0     0.00
 245  104270.4    90331.9   13938.5    115.7    0.8%   13822.8     0     0.00
 246   99001.7    90129.0    8872.6     90.3    1.0%    8782.3     0     0.00
 247   98136.7    91039.7    7097.0     84.7    1.2%    7012.3     0     0.00
 248   94549.9    90949.8    3600.2     68.8    1.9%    3531.4     0     0.00
 249  135729.4    90979.0   44750.4    175.5    0.4%   44574.9     0     0.00
 250   94385.1    90788.6    3596.4     67.5    1.9%    3529.0     0     0.00
 251   93310.1    89716.2    3593.9     67.3    1.9%    3526.6     0     0.00
 252  147130.3    89816.2   57314.0    191.9    0.3%   57122.1     0     0.00
 253   92056.3    88520.3    3535.9     49.8    1.4%    3486.2     0     0.00
 254   91783.2    88250.2    3533.0     47.9    1.4%    3485.1     0     0.00
 255  117049.0    88122.3   28926.7    136.2    0.5%   28790.5     0     0.00
 256   98649.5    87348.6   11300.9     80.6    0.7%   11220.2     0     0.00
 257  109839.7    86470.6   23369.1    118.7    0.5%   23250.4     0     0.00
 258   89993.8    86463.4    3530.3     46.4    1.3%    3484.0     0     0.00
 259   89470.8    85909.1    3561.6     46.4    1.3%    3515.2     0     0.00
 260   95382.0    86431.3    8950.7     69.4    0.8%    8881.3     0     0.00
 261   89881.2    86369.3    3512.0     44.8    1.3%    3467.2     0     0.00
 262  104142.7    85348.9   18793.7     82.4    0.4%   18711.4     0     0.00
 263   99012.3    85329.4   13682.9     84.2    0.6%   13598.7     0     0.00
 264   93571.1    85192.5    8378.6     65.2    0.8%    8313.4     0     0.00
 265   86488.4    82975.5    3512.9     43.7    1.2%    3469.3     0     0.00
 266   86214.6    82701.8    3512.9     43.6    1.2%    3469.3     0     0.00
 267   96518.4    85115.9   11402.5     78.1    0.7%   11324.4     0     0.00
 268   92420.3    85510.1    6910.2     60.8    0.9%    6849.4     0     0.00
 269   88910.7    85403.5    3507.2     43.4    1.2%    3463.7     0     0.00
 270   88228.0    84720.9    3507.1     43.4    1.2%    3463.7     0     0.00
 271  105869.2    85253.2   20616.0    103.0    0.5%   20513.0     0     0.00
 272   87540.6    84075.7    3464.9     44.5    1.3%    3420.5     0     0.00
 273   94617.3    83837.2   10780.1     71.1    0.7%   10709.0     0     0.00
 274  126719.8    82114.1   44605.7    146.5    0.3%   44459.1     0     0.00
 275   87301.9    83868.3    3433.5     47.7    1.4%    3385.9     0     0.00
 276   93771.4    83822.4    9949.1     68.8    0.7%    9880.2     0     0.00
 277  154868.6    83676.3   71192.4    236.1    0.3%   70956.3     0     0.00
 278   93043.8    83385.0    9658.8     67.1    0.7%    9591.7     0     0.00
 279   87115.4    83682.0    3433.4     45.0    1.3%    3388.4     0     0.00
 280  115615.2    83184.9   32430.3    107.7    0.3%   32322.6     0     0.00
 281  136297.2    83198.2   53099.0    161.5    0.3%   52937.5     0     0.00
 282   87873.2    84432.9    3440.3     44.2    1.3%    3396.1     0     0.00
 283  124278.8    82471.3   41807.4    130.8    0.3%   41676.7     0     0.00
 284  181715.2    83948.2   97767.0    275.0    0.3%   97491.9     0     0.00
 285  149728.9    84131.4   65597.5    194.0    0.3%   65403.5     0     0.00
 286   97399.3    84410.3   12989.1     71.6    0.6%   12917.4     0     0.00
 287   90845.5    87367.7    3477.8     42.8    1.2%    3435.0     0     0.00
 288  118109.9    87656.3   30453.6     96.7    0.3%   30356.9     0     0.00
 289   89961.5    86466.5    3495.0     40.4    1.2%    3454.6     0     0.00
 290  139988.4    88701.9   51286.5    167.1    0.3%   51119.4     0     0.00
 291   90454.6    86951.7    3502.9     60.7    1.7%    3442.3     0     0.00
 292   90396.4    86926.5    3469.9     60.1    1.7%    3409.8     0     0.00
 293   90275.4    86805.6    3469.9     60.1    1.7%    3409.8     0     0.00
 294   89794.7    86324.9    3469.8     60.0    1.7%    3409.8     0     0.00
 295   87839.4    84369.6    3469.8     60.0    1.7%    3409.8     0     0.00
 296  140557.4    83977.3   56580.1    182.3    0.3%   56397.9     0     0.00
 297  135062.2    83448.8   51613.5    149.2    0.3%   51464.3     0     0.00
 298  108305.0    82905.5   25399.5     76.7    0.3%   25322.7     0     0.00
 299   90280.3    86615.2    3665.1     43.6    1.2%    3621.5     0     0.00
 300   98055.7    87749.3   10306.5     41.3    0.4%   10265.2     0     0.00
 301  140239.8    87700.4   52539.5    155.1    0.3%   52384.4     0     0.00
 302  247905.5   107509.5  140396.0    414.0    0.3%  139981.9     0     0.00
 303  131003.0   107500.3   23502.7     95.9    0.4%   23406.8     0     0.00
 304  124313.5   108250.5   16063.0     76.1    0.5%   15986.9     0     0.00
 305  246641.1   106235.3  140405.8    416.1    0.3%  139989.7     0     0.00
 306  133760.1   110995.7   22764.4     95.2    0.4%   22669.2     0     0.00
 307  155016.1   118306.9   36709.1    132.8    0.4%   36576.4     0     0.00
 308  126525.2   117790.1    8735.2     58.8    0.7%    8676.4     0     0.00
 309  258926.9   118460.1  140466.8    454.1    0.3%  140012.7     0     0.00
 310  167793.9   119097.6   48696.3    165.3    0.3%   48531.0     0     0.00
 311  222467.3   118945.6  103521.7    316.6    0.3%  103205.1     0     0.00
 312  165896.4   118747.4   47149.0    158.0    0.3%   46991.0     0     0.00
 313  155040.9   118555.7   36485.1    128.0    0.4%   36357.2     0     0.00
 314  121273.5   117620.5    3653.0     43.0    1.2%    3610.0     0     0.00
 315  120323.8   116669.9    3653.9     41.8    1.1%    3612.1     0     0.00
 316  120177.5   116523.8    3653.7     41.5    1.1%    3612.2     0     0.00
 317  148208.8   125074.3   23134.4     96.5    0.4%   23038.0     0     0.00
 318  128739.7   125057.0    3682.7     44.0    1.2%    3638.7     0     0.00
 319  176431.4   124624.7   51806.7    177.0    0.3%   51629.8     0     0.00
 320  264860.7   124206.8  140653.9    454.6    0.3%  140199.3     0     0.00
 321  134239.6   128947.0    5292.6     51.2    1.0%    5241.4     0     0.00
 322  132599.0   128937.2    3661.8     64.6    1.8%    3597.2     0     0.00
 323  133350.8   129717.4    3633.3     63.7    1.8%    3569.6     0     0.00
 324  133313.3   129680.1    3633.3     63.7    1.8%    3569.6     0     0.00
 325  143749.1   129279.9   14469.1     72.0    0.5%   14397.1     0     0.00
 326  154577.2   129277.3   25299.9     94.2    0.4%   25205.7     0     0.00
 327  159076.0   129813.4   29262.6    101.1    0.3%   29161.6     0     0.00
 328  159864.6   129343.8   30520.8    105.2    0.3%   30415.6     0     0.00
 329  132814.7   129171.4    3643.3     60.5    1.7%    3582.8     0     0.00
 330  132961.1   129313.2    3647.9     61.6    1.7%    3586.3     0     0.00
 331  140339.6   128975.4   11364.2     61.5    0.5%   11302.6     0     0.00
 332  172275.8   127981.4   44294.4    152.4    0.3%   44142.0     0     0.00
 333  169927.6   127897.3   42030.3    144.2    0.3%   41886.1     0     0.00
 334  134035.9   130350.0    3685.9     42.8    1.2%    3643.0     0     0.00
 335  137077.5   129660.2    7417.3     50.2    0.7%    7367.1     0     0.00
 336  158737.3   155084.0    3653.3     50.6    1.4%    3602.8     0     0.00
 337  157319.5   153630.6    3688.9     51.1    1.4%    3637.8     0     0.00
 338  158587.2   154826.4    3760.8     71.4    1.9%    3689.5     0     0.00
 339  172551.8   154342.0   18209.8    113.1    0.6%   18096.7     0     0.00
 340  176077.5   152279.6   23798.0    132.9    0.6%   23665.1     0     0.00
