共 1000 条请求，成功 1000，失败 0

===== 汇总（仅成功请求） =====
  latency（端到端）                 n=1000 mean=210008.22ms  p50=223844.88  p90=337475.69  p99=399010.86  min=  2915.39  max=449278.85
  P端prefill+网络（推算）             n=1000 mean=187663.93ms  p50=202698.28  p90=320381.75  p99=352812.44  min=    49.63  max=356584.64
  D端总耗时（排队+decode）             n=1000 mean= 22344.28ms  p50= 10236.15  p90= 52550.06  p99=138500.81  min=  2854.60  max=140481.88
  D端排队+调度（推算）                  n=1000 mean=   107.16ms  p50=    75.74  p90=   204.84  p99=   446.55  min=    27.68  max=   491.90
  D端排队占比                       n=1000 mean=     0.83%  p50=     0.66  p90=     1.45  p99=     1.90  min=     0.25  max=     2.06
  D端GPU decode（纯算）             n=1000 mean= 22237.12ms  p50= 10160.19  p90= 52390.41  p99=138108.04  min=  2818.71  max=140035.35
  轮均GPU耗时                      无数据

===== 逐轮 GPU forward 耗时分布（所有请求合并） =====
  每轮 forward                   无数据

===== 逐请求明细 =====
 idx   latency     P端(推算)       D端总       排队     排队%       GPU    轮数       轮均
  27    5640.9       96.9    5544.0     74.5    1.3%    5469.5     0     0.00
  28    6378.1       89.1    6289.0     75.2    1.2%    6213.8     0     0.00
  29  135047.3       68.2  134979.1    448.6    0.3%  134530.6     0     0.00
  30   26648.2       79.4   26568.8    151.8    0.6%   26417.0     0     0.00
  31    3302.8       94.3    3208.5     64.1    2.0%    3144.4     0     0.00
  32    3289.9       82.3    3207.6     63.2    2.0%    3144.4     0     0.00
  33   32538.4       69.9   32468.6    150.6    0.5%   32318.0     0     0.00
  34   41527.2       99.5   41427.7    192.7    0.5%   41235.1     0     0.00
  35    4971.2       78.8    4892.4     49.3    1.0%    4843.1     0     0.00
  36   35615.0      102.9   35512.1    167.3    0.5%   35344.8     0     0.00
  37   35258.6       92.7   35165.9    169.7    0.5%   34996.2     0     0.00
  38    7863.0       95.0    7768.0     59.1    0.8%    7708.9     0     0.00
  39    4086.8       78.0    4008.8     45.1    1.1%    3963.7     0     0.00
  40    6601.4       96.6    6504.8     53.9    0.8%    6450.9     0     0.00
  41   28823.8       73.2   28750.5    138.0    0.5%   28612.5     0     0.00
  42   10955.3       99.5   10855.8     78.8    0.7%   10777.0     0     0.00
  43    6682.2       65.6    6616.7     56.9    0.9%    6559.8     0     0.00
  44   26558.2       76.8   26481.5    125.7    0.5%   26355.8     0     0.00
  45    3404.7      100.2    3304.5     42.7    1.3%    3261.8     0     0.00
  46   43206.6       81.4   43125.2    193.6    0.4%   42931.5     0     0.00
  47    3411.5       77.5    3334.0     43.8    1.3%    3290.2     0     0.00
  48    3415.5       81.2    3334.2     43.8    1.3%    3290.4     0     0.00
  49    3423.2       89.3    3333.9     43.2    1.3%    3290.7     0     0.00
  50   67707.6       90.6   67617.0    243.1    0.4%   67373.9     0     0.00
  51    3435.6       97.9    3337.7     44.1    1.3%    3293.6     0     0.00
  52  136694.3       87.8  136606.4    416.6    0.3%  136189.8     0     0.00
  53    3444.6       93.8    3350.8     46.1    1.4%    3304.6     0     0.00
  54    3735.4       84.0    3651.3     47.2    1.3%    3604.1     0     0.00
  55    3447.0       72.3    3374.7     47.2    1.4%    3327.5     0     0.00
  56   18856.9       95.4   18761.5     75.1    0.4%   18686.4     0     0.00
  57    3457.6       78.7    3378.9     47.0    1.4%    3331.9     0     0.00
  58    3475.4       95.5    3379.9     46.5    1.4%    3333.4     0     0.00
  59    8287.6       74.0    8213.6     60.8    0.7%    8152.8     0     0.00
  60    6931.4       85.7    6845.7     57.2    0.8%    6788.4     0     0.00
  61    3486.3       86.1    3400.2     45.3    1.3%    3354.9     0     0.00
  62   30454.7       96.9   30357.8    143.8    0.5%   30214.0     0     0.00
  63   26837.9       81.4   26756.5    133.3    0.5%   26623.2     0     0.00
  64   50895.1       88.6   50806.5    188.1    0.4%   50618.4     0     0.00
  65    3501.9       73.9    3428.0     43.5    1.3%    3384.5     0     0.00
  66    3530.2      100.0    3430.2     42.3    1.2%    3387.9     0     0.00
  67   28370.2       91.6   28278.6    133.6    0.5%   28145.0     0     0.00
  68    3829.2      382.1    3447.1     41.4    1.2%    3405.7     0     0.00
  69    5583.9     2121.2    3462.6     40.7    1.2%    3421.9     0     0.00
  70   15419.3     8259.2    7160.1     77.9    1.1%    7082.2     0     0.00
  71   26172.4     8835.3   17337.2    121.2    0.7%   17215.9     0     0.00
  72   21257.5     8854.1   12403.4    101.1    0.8%   12302.3     0     0.00
  73   12347.3     8832.0    3515.3     59.5    1.7%    3455.8     0     0.00
  74   48430.2     8225.6   40204.6    192.2    0.5%   40012.4     0     0.00
  75    9730.8     6234.5    3496.3     40.2    1.2%    3456.0     0     0.00
  76   17781.4    10254.3    7527.1     87.1    1.2%    7439.9     0     0.00
  77   24780.4    10101.0   14679.4    113.6    0.8%   14565.8     0     0.00
  78   52145.4    10923.6   41221.8    173.6    0.4%   41048.2     0     0.00
  79   27647.9    10575.3   17072.6    121.1    0.7%   16951.5     0     0.00
  80   34509.5     8856.2   25653.3    127.9    0.5%   25525.4     0     0.00
  81   11609.9     8121.5    3488.3     51.4    1.5%    3437.0     0     0.00
  82   12759.9     7732.6    5027.3     55.9    1.1%    4971.4     0     0.00
  83   31579.4     8197.0   23382.3    120.4    0.5%   23261.9     0     0.00
  84   11550.0     8068.5    3481.5     52.3    1.5%    3429.2     0     0.00
  85   31154.7     7740.5   23414.2    117.4    0.5%   23296.8     0     0.00
  86    9955.7     6479.0    3476.6     48.7    1.4%    3427.9     0     0.00
  87   23929.0     6044.8   17884.2     98.2    0.5%   17786.1     0     0.00
  88   12726.3     5774.0    6952.4     57.1    0.8%    6895.2     0     0.00
  89  144442.6     5942.2  138500.4    392.8    0.3%  138107.6     0     0.00
  90   36550.4     5576.5   30973.9    114.2    0.4%   30859.7     0     0.00
  91  143066.0     4522.0  138544.0    387.8    0.3%  138156.1     0     0.00
  92   45910.9     4822.2   41088.7    137.5    0.3%   40951.1     0     0.00
  93   31479.9     7772.8   23707.2    113.6    0.5%   23593.6     0     0.00
  94   10634.7     7141.8    3492.9     45.9    1.3%    3447.0     0     0.00
  95   73603.9     6054.7   67549.2    194.9    0.3%   67354.3     0     0.00
  96   13092.3     6407.3    6685.0     55.1    0.8%    6629.9     0     0.00
  97   21109.9     5612.5   15497.4     86.2    0.6%   15411.2     0     0.00
  98   58846.0     6345.9   52500.1    155.3    0.3%   52344.8     0     0.00
  99   12975.0     5933.7    7041.3     51.9    0.7%    6989.4     0     0.00
 100   69305.3     8659.2   60646.1    175.3    0.3%   60470.8     0     0.00
 101   27671.0     8631.6   19039.4     93.6    0.5%   18945.9     0     0.00
 102   11096.1     7611.8    3484.3     46.3    1.3%    3438.0     0     0.00
 103   50317.5     7226.3   43091.2    133.7    0.3%   42957.5     0     0.00
 104   12049.9     8551.2    3498.7     42.4    1.2%    3456.3     0     0.00
 105   11732.3     8237.5    3494.8     39.3    1.1%    3455.5     0     0.00
 106   72370.7     7901.9   64468.8    177.6    0.3%   64291.2     0     0.00
 107   19992.8    10694.9    9297.9     61.6    0.7%    9236.3     0     0.00
 108   27173.9    10483.9   16690.0     62.5    0.4%   16627.5     0     0.00
 109   13558.5    10096.3    3462.2     43.0    1.2%    3419.1     0     0.00
 110   26130.6     9865.3   16265.3     61.6    0.4%   16203.8     0     0.00
 111   13145.9     9680.8    3465.0     42.7    1.2%    3422.4     0     0.00
 112   12902.8     9437.9    3464.9     41.3    1.2%    3423.6     0     0.00
 113   12888.1     9423.2    3464.9     41.3    1.2%    3423.6     0     0.00
 114   17303.3     9293.1    8010.2     57.2    0.7%    7953.0     0     0.00
 115   30700.2     9195.9   21504.3     92.5    0.4%   21411.8     0     0.00
 116   51106.0     8754.9   42351.1    124.2    0.3%   42226.9     0     0.00
 117   11235.4     7770.8    3464.7     41.0    1.2%    3423.6     0     0.00
 118   14046.6    10532.6    3514.1     42.4    1.2%    3471.6     0     0.00
 119   54479.2    13941.9   40537.3    117.8    0.3%   40419.5     0     0.00
 120   16919.4    13403.4    3516.0     43.2    1.2%    3472.7     0     0.00
 121  154047.5    13700.0  140347.5    396.7    0.3%  139950.8     0     0.00
 122   50537.9    12776.8   37761.1    109.1    0.3%   37652.0     0     0.00
 123   46571.5    12484.9   34086.5    100.3    0.3%   33986.2     0     0.00
 124  160242.7    19801.2  140441.6    437.7    0.3%  140003.8     0     0.00
 125   25703.1    20125.9    5577.2     65.9    1.2%    5511.3     0     0.00
 126   34953.6    20118.9   14834.7     71.5    0.5%   14763.1     0     0.00
 127   45945.6    19447.5   26498.2     96.3    0.4%   26401.9     0     0.00
 128   74157.7    19306.0   54851.8    164.7    0.3%   54687.1     0     0.00
 129   82343.4    19995.0   62348.5    184.5    0.3%   62163.9     0     0.00
 130   34991.8    19504.8   15486.9     70.8    0.5%   15416.1     0     0.00
 131   60083.2    29015.5   31067.7    105.5    0.3%   30962.2     0     0.00
 132  103716.5    29014.9   74701.6    224.5    0.3%   74477.1     0     0.00
 133   71160.2    48419.5   22740.7     87.3    0.4%   22653.4     0     0.00
 134   53524.2    49937.6    3586.5     41.2    1.1%    3545.4     0     0.00
 135   63281.8    58761.9    4519.9     46.6    1.0%    4473.3     0     0.00
 136   63123.2    58603.4    4519.8     46.6    1.0%    4473.3     0     0.00
 137   73697.6    58016.1   15681.5     74.9    0.5%   15606.6     0     0.00
 138   69108.3    58475.6   10632.8     59.1    0.6%   10573.6     0     0.00
 139   62037.7    58316.9    3720.8     41.8    1.1%    3679.0     0     0.00
 140   65508.5    60753.5    4755.0     45.2    0.9%    4709.9     0     0.00
 141   92455.7    61804.2   30651.6    115.5    0.4%   30536.1     0     0.00
 142   65321.6    61593.1    3728.5     41.2    1.1%    3687.3     0     0.00
 143   72182.3    61322.9   10859.4     59.1    0.5%   10800.3     0     0.00
 144   73013.4    68567.0    4446.4     47.4    1.1%    4399.0     0     0.00
 145   83587.5    70584.2   13003.3     90.0    0.7%   12913.3     0     0.00
 146   79656.7    69469.2   10187.5     57.2    0.6%   10130.3     0     0.00
 147  125716.1    70613.9   55102.1    184.1    0.3%   54918.1     0     0.00
 148   98330.1    70630.7   27699.4    107.8    0.4%   27591.6     0     0.00
 149   82465.6    70963.4   11502.2     82.2    0.7%   11420.0     0     0.00
 150   87182.9    78405.2    8777.7     58.7    0.7%    8719.0     0     0.00
 151   86517.5    78461.5    8056.0     54.9    0.7%    8001.1     0     0.00
 152  127533.5    78419.3   49114.3    188.7    0.4%   48925.5     0     0.00
 153   82074.4    78375.1    3699.3     62.9    1.7%    3636.4     0     0.00
 154   86173.9    77739.5    8434.3     55.6    0.7%    8378.7     0     0.00
 155   95579.7    77617.0   17962.6     83.1    0.5%   17879.6     0     0.00
 156   82730.8    77042.5    5688.3     49.4    0.9%    5638.9     0     0.00
 157   85393.5    76476.6    8916.9     57.7    0.6%    8859.2     0     0.00
 158   93417.7    76976.8   16440.9     95.2    0.6%   16345.7     0     0.00
 159   84186.3    76815.9    7370.4     53.4    0.7%    7317.0     0     0.00
 160   97686.9    75029.6   22657.4     96.6    0.4%   22560.7     0     0.00
 161  107593.9    74230.5   33363.4    123.4    0.4%   33240.0     0     0.00
 162  117956.4    73869.3   44087.2    152.3    0.3%   43934.8     0     0.00
 163  127460.3    73742.0   53718.3    199.4    0.4%   53518.8     0     0.00
 164  118889.3    73216.8   45672.5    157.5    0.3%   45515.0     0     0.00
 165   91860.4    73023.8   18836.6     83.8    0.4%   18752.8     0     0.00
 166   84143.7    80424.1    3719.6     45.1    1.2%    3674.6     0     0.00
 167   84122.7    80403.7    3718.9     43.9    1.2%    3675.0     0     0.00
 168   90239.7    81383.8    8855.9     58.7    0.7%    8797.2     0     0.00
 169  127177.9    85216.7   41961.2    153.8    0.4%   41807.4     0     0.00
 170   93940.2    85042.7    8897.5     79.7    0.9%    8817.8     0     0.00
 171   89316.2    83357.9    5958.3     71.8    1.2%    5886.5     0     0.00
 172   89597.7    82315.0    7282.7     75.0    1.0%    7207.6     0     0.00
 173  151775.2    82133.0   69642.2    267.4    0.4%   69374.8     0     0.00
 174   84886.6    81155.2    3731.4     41.9    1.1%    3689.5     0     0.00
 175   84701.5    80970.2    3731.3     41.8    1.1%    3689.5     0     0.00
 176  123040.4    79569.5   43470.8    177.5    0.4%   43293.3     0     0.00
 177  143834.4    82721.4   61113.0    239.2    0.4%   60873.8     0     0.00
 178  104189.1    82864.6   21324.5     89.3    0.4%   21235.2     0     0.00
 179  134139.9    82752.3   51387.6    205.4    0.4%   51182.2     0     0.00
 180  115020.2    83629.2   31391.0    120.3    0.4%   31270.7     0     0.00
 181   91422.7    82574.1    8848.6     59.8    0.7%    8788.8     0     0.00
 182   90991.3    82591.4    8399.9     57.4    0.7%    8342.5     0     0.00
 183  127146.8    81734.2   45412.6    164.2    0.4%   45248.4     0     0.00
 184   83814.2    80096.5    3717.7     43.6    1.2%    3674.1     0     0.00
 185   88348.7    79967.8    8380.9     39.4    0.5%    8341.5     0     0.00
 186  123671.0    79945.6   43725.3    139.3    0.3%   43586.0     0     0.00
 187  136828.2    82661.1   54167.1    214.2    0.4%   53953.0     0     0.00
 188   84564.3    80878.0    3686.3     42.5    1.2%    3643.8     0     0.00
 189  107898.0    98381.1    9517.0     82.9    0.9%    9434.0     0     0.00
 190  157059.1    98028.2   59030.9    267.3    0.5%   58763.5     0     0.00
 191  103446.2    97825.5    5620.7     70.1    1.2%    5550.6     0     0.00
 192  129010.2    97611.2   31399.0    154.8    0.5%   31244.3     0     0.00
 193  102084.1    97532.4    4551.7     46.7    1.0%    4505.0     0     0.00
 194  101488.6    96935.6    4552.9     47.6    1.0%    4505.4     0     0.00
 195  144253.3    96688.1   47565.1    221.3    0.5%   47343.8     0     0.00
 196  112892.5    96685.8   16206.7    101.8    0.6%   16105.0     0     0.00
 197  104329.2   100527.5    3801.7     66.0    1.7%    3735.7     0     0.00
 198  109907.2    99978.7    9928.5     65.1    0.7%    9863.4     0     0.00
 199  109451.6   100420.6    9031.0     61.2    0.7%    8969.8     0     0.00
 200  122461.7   100247.4   22214.3    127.0    0.6%   22087.3     0     0.00
 201  119987.9   100086.9   19901.0     97.0    0.5%   19803.9     0     0.00
 202  147350.0    99059.5   48290.5    227.0    0.5%   48063.5     0     0.00
 203  101727.1    97911.8    3815.3     61.5    1.6%    3753.8     0     0.00
 204  132300.3   100326.8   31973.4    160.6    0.5%   31812.8     0     0.00
 205  109872.9   100815.6    9057.4     83.8    0.9%    8973.6     0     0.00
 206  110911.0   101840.0    9071.0     81.3    0.9%    8989.7     0     0.00
 207  133075.8    99734.2   33341.6    170.1    0.5%   33171.5     0     0.00
 208  103166.6    99359.0    3807.7     42.8    1.1%    3764.8     0     0.00
 209  107203.1   103375.9    3827.2     68.9    1.8%    3758.4     0     0.00
 210  146215.7   103534.1   42681.7    211.5    0.5%   42470.2     0     0.00
 211  108683.5   103424.7    5258.8     70.6    1.3%    5188.2     0     0.00
 212  129051.9   102551.7   26500.2    140.3    0.5%   26359.9     0     0.00
 213  128488.0   101204.7   27283.3    145.2    0.5%   27138.1     0     0.00
 214  110093.9   102521.3    7572.6     58.7    0.8%    7513.9     0     0.00
 215  158736.8   101801.2   56935.6    275.5    0.5%   56660.1     0     0.00
 216  105034.7   101221.3    3813.3     45.1    1.2%    3768.2     0     0.00
 217  105257.5   101471.6    3786.0     27.7    0.7%    3758.3     0     0.00
 218  141731.1   100609.7   41121.5    212.2    0.5%   40909.2     0     0.00
 219  130572.0   104049.5   26522.4    156.7    0.6%   26365.8     0     0.00
 220  107187.9   103444.0    3743.9     68.1    1.8%    3675.8     0     0.00
 221  168743.1   104717.4   64025.7    266.8    0.4%   63758.9     0     0.00
 222  116395.8   104659.1   11736.6     92.1    0.8%   11644.6     0     0.00
 223  107621.8   103936.9    3685.0     63.6    1.7%    3621.4     0     0.00
 224  108556.7   104926.5    3630.2     65.4    1.8%    3564.8     0     0.00
 225  154125.4   104215.9   49909.5    250.5    0.5%   49659.1     0     0.00
 226  107487.1   103825.5    3661.7     63.9    1.7%    3597.8     0     0.00
 227  171156.8   102904.7   68252.1    271.7    0.4%   67980.4     0     0.00
 228  124763.6   102676.0   22087.6    137.3    0.6%   21950.3     0     0.00
 229  106130.3   102468.8    3661.5     63.8    1.7%    3597.8     0     0.00
 230  105955.4   102293.9    3661.5     63.7    1.7%    3597.8     0     0.00
 231  136389.0   101285.3   35103.7    192.9    0.5%   34910.8     0     0.00
 232  136025.6   100823.1   35202.5    194.8    0.6%   35007.7     0     0.00
 233  179795.3   102637.6   77157.7    275.3    0.4%   76882.4     0     0.00
 234  239432.7   101546.5  137886.2    457.6    0.3%  137428.6     0     0.00
 235  108681.1   101510.0    7171.2     60.8    0.8%    7110.3     0     0.00
 236  110608.6   101377.0    9231.5     63.7    0.7%    9167.8     0     0.00
 237  105928.4   101422.6    4505.8     50.8    1.1%    4454.9     0     0.00
 238  105048.4   101402.0    3646.4     43.3    1.2%    3603.1     0     0.00
 239  113622.6   105384.2    8238.4     57.7    0.7%    8180.8     0     0.00
 240  242399.7   104411.1  137988.6    456.4    0.3%  137532.2     0     0.00
 241  139942.0   103637.9   36304.1    188.3    0.5%   36115.7     0     0.00
 242  114531.8   102756.0   11775.8     79.3    0.7%   11696.5     0     0.00
 243  112382.1   102546.7    9835.4     70.4    0.7%    9765.0     0     0.00
 244  111744.8   102169.9    9574.9     66.0    0.7%    9509.0     0     0.00
 245  118213.2   104635.8   13577.4     99.3    0.7%   13478.1     0     0.00
 246  108655.3   104429.5    4225.8     45.5    1.1%    4180.3     0     0.00
 247  112523.1   105468.8    7054.3     62.0    0.9%    6992.3     0     0.00
 248  108861.0   105343.2    3517.8     42.1    1.2%    3475.7     0     0.00
 249  153460.3   105654.7   47805.5    189.5    0.4%   47616.0     0     0.00
 250  112164.5   108628.0    3536.6     52.9    1.5%    3483.6     0     0.00
 251  111123.7   107589.1    3534.6     50.4    1.4%    3484.1     0     0.00
 252  173149.3   107239.6   65909.7    235.8    0.4%   65674.0     0     0.00
 253  109511.3   105944.5    3566.7     52.6    1.5%    3514.2     0     0.00
 254  109871.0   106384.2    3486.7     51.7    1.5%    3435.0     0     0.00
 255  132153.8   106254.8   25899.0    152.9    0.6%   25746.1     0     0.00
 256  118280.1   105775.3   12504.8     86.3    0.7%   12418.5     0     0.00
 257  123127.4   104929.5   18197.9    118.5    0.7%   18079.4     0     0.00
 258  108399.4   104922.3    3477.1     48.8    1.4%    3428.4     0     0.00
 259  107844.3   104367.3    3477.1     48.7    1.4%    3428.4     0     0.00
 260  113269.9   104512.8    8757.2     72.1    0.8%    8685.1     0     0.00
 261  108023.4   104483.2    3540.2     48.0    1.4%    3492.2     0     0.00
 262  125690.8   103499.2   22191.7    133.6    0.6%   22058.1     0     0.00
 263  117610.6   103512.9   14097.7     83.8    0.6%   14013.9     0     0.00
 264  113068.9   103409.6    9659.3     68.4    0.7%    9590.9     0     0.00
 265  104695.9   101192.3    3503.6     43.9    1.3%    3459.7     0     0.00
 266  106441.2   102989.9    3451.3     46.1    1.3%    3405.3     0     0.00
 267  116443.3   103023.3   13419.9     86.7    0.6%   13333.3     0     0.00
 268  110909.9   103948.0    6961.9     60.5    0.9%    6901.5     0     0.00
 269  107555.6   104098.3    3457.3     46.6    1.3%    3410.7     0     0.00
 270  107007.8   103547.8    3460.1     46.5    1.3%    3413.6     0     0.00
 271  118828.3   104325.8   14502.5     98.3    0.7%   14404.3     0     0.00
 272  107180.9   103694.4    3486.5     48.5    1.4%    3438.0     0     0.00
 273  113373.9   103488.7    9885.2     71.9    0.7%    9813.3     0     0.00
 274  152459.1   102468.0   49991.1    173.8    0.3%   49817.3     0     0.00
 275  104761.3   101267.0    3494.4     44.7    1.3%    3449.6     0     0.00
 276  111790.7   102375.9    9414.8     69.1    0.7%    9345.7     0     0.00
 277  180041.7   102329.4   77712.3    244.0    0.3%   77468.3     0     0.00
 278  114525.6   104604.4    9921.2     82.5    0.8%    9838.7     0     0.00
 279  108853.3   105354.9    3498.4     41.3    1.2%    3457.1     0     0.00
 280  139853.2   104828.2   35025.0    129.3    0.4%   34895.7     0     0.00
 281  160062.5   104841.1   55221.4    184.2    0.3%   55037.2     0     0.00
 282  111951.6   108405.4    3546.2     58.4    1.6%    3487.8     0     0.00
 283  154192.9   106414.6   47778.4    154.8    0.3%   47623.6     0     0.00
 284  201460.5   107065.3   94395.2    296.8    0.3%   94098.4     0     0.00
 285  195985.0   107992.6   87992.3    282.8    0.3%   87709.5     0     0.00
 286  122991.4   107691.8   15299.6     96.0    0.6%   15203.6     0     0.00
 287  111032.7   107542.0    3490.7     54.5    1.6%    3436.2     0     0.00
 288  135944.4   107609.5   28334.9     99.3    0.4%   28235.6     0     0.00
 289  109905.6   106386.8    3518.7     51.1    1.5%    3467.7     0     0.00
 290  154766.0   104898.1   49867.9    158.5    0.3%   49709.4     0     0.00
 291  106665.9   103149.3    3516.6     49.9    1.4%    3466.7     0     0.00
 292  106607.7   103091.1    3516.6     49.9    1.4%    3466.7     0     0.00
 293  107132.1   103584.6    3547.5     50.9    1.4%    3496.6     0     0.00
 294  106650.9   103103.4    3547.5     50.9    1.4%    3496.6     0     0.00
 295  104726.5   101210.5    3516.0     51.8    1.5%    3464.2     0     0.00
 296  162413.8   100852.7   61561.1    187.4    0.3%   61373.7     0     0.00
 297  135174.0   100561.0   34613.1    107.8    0.3%   34505.3     0     0.00
 298  129727.0   100085.5   29641.5     93.1    0.3%   29548.3     0     0.00
 299  103481.9    99965.9    3516.0     50.0    1.4%    3466.0     0     0.00
 300  111681.7   101701.9    9979.8     67.0    0.7%    9912.8     0     0.00
 301  158609.7   101906.6   56703.2    165.8    0.3%   56537.3     0     0.00
 302  167283.2   101802.7   65480.5    188.4    0.3%   65292.2     0     0.00
 303  131867.2   102368.5   29498.7     83.4    0.3%   29415.3     0     0.00
 304  120914.8   102207.1   18707.7     76.5    0.4%   18631.2     0     0.00
 305  240145.2   100191.7  139953.5    427.2    0.3%  139526.3     0     0.00
 306  138056.2   101047.6   37008.6    103.7    0.3%   36904.9     0     0.00
 307  162655.2   128866.8   33788.4    124.9    0.4%   33663.5     0     0.00
 308  137079.9   128387.5    8692.5     54.5    0.6%    8638.0     0     0.00
 309  267456.1   126974.3  140481.9    446.5    0.3%  140035.4     0     0.00
 310  173619.9   128612.4   45007.5    168.4    0.4%   44839.1     0     0.00
 311  193804.5   135339.3   58465.1    212.4    0.4%   58252.7     0     0.00
 312  189056.4   137794.8   51261.5    190.8    0.4%   51070.7     0     0.00
 313  164507.3   138380.1   26127.2    111.5    0.4%   26015.6     0     0.00
 314  141067.4   137442.5    3624.9     65.9    1.8%    3559.1     0     0.00
 315  139946.7   136321.8    3624.9     65.8    1.8%    3559.1     0     0.00
 316  139779.3   136140.3    3639.0     45.8    1.3%    3593.3     0     0.00
 317  159317.6   135974.8   23342.7    100.9    0.4%   23241.8     0     0.00
 318  140812.6   137159.5    3653.1     66.1    1.8%    3587.0     0     0.00
 319  198809.8   136726.4   62083.5    217.4    0.4%   61866.1     0     0.00
 320  160992.0   137682.7   23309.3    101.7    0.4%   23207.7     0     0.00
 321  142851.8   137542.2    5309.6     51.2    1.0%    5258.3     0     0.00
 322  141215.6   137565.0    3650.6     63.6    1.7%    3587.0     0     0.00
 323  141777.4   138077.4    3700.0     63.4    1.7%    3636.6     0     0.00
 324  141739.5   138074.5    3665.0     62.3    1.7%    3602.8     0     0.00
 325  151818.1   137807.2   14010.9     66.8    0.5%   13944.2     0     0.00
 326  162591.6   137771.5   24820.2    108.0    0.4%   24712.2     0     0.00
 327  161540.0   137787.2   23752.8     82.7    0.3%   23670.2     0     0.00
 328  159647.6   137282.8   22364.8     73.9    0.3%   22290.9     0     0.00
 329  159718.5   155226.7    4491.8     54.7    1.2%    4437.1     0     0.00
 330  158962.6   154472.3    4490.2     54.2    1.2%    4436.1     0     0.00
 331  165457.0   154168.6   11288.3     74.5    0.7%   11213.8     0     0.00
 332  206204.8   154198.7   52006.1    192.5    0.4%   51813.6     0     0.00
 333  197175.5   154113.9   43061.6    185.0    0.4%   42876.7     0     0.00
 334  157471.0   153804.1    3666.9     49.7    1.4%    3617.2     0     0.00
 335  160591.5   153283.3    7308.3     60.0    0.8%    7248.3     0     0.00
 336  156943.2   153281.3    3661.9     46.9    1.3%    3615.0     0     0.00
 337  159166.2   154708.7    4457.5     50.5    1.1%    4407.0     0     0.00
 338  159066.1   154608.7    4457.5     50.5    1.1%    4407.0     0     0.00
 339  173607.2   153898.8   19708.4     91.5    0.5%   19616.8     0     0.00
 340  173576.8   152006.8   21570.0     97.0    0.4%   21473.0     0     0.00
